tmdb_id,success,outer_fold,probability_success,threshold,prediction,title,release_year,budget,revenue,revenue_to_budget,error_type,distance_to_target_boundary
379686,0,3,0.4802481532096863,0.53,0,Space Jam: A New Legacy,2021,150000000.0,163692228.0,1.09128152,correct,0.9087184800000001
381283,0,5,0.9136609435081482,0.57,1,mother!,2017,30000000.0,44516999.0,1.4838999666666666,false_positive,0.5161000333333334
381284,1,2,0.8802227973937988,0.54,1,Hidden Figures,2016,25000000.0,235957472.0,9.43829888,correct,7.43829888
381288,1,4,0.9345624446868896,0.51,1,Split,2017,9000000.0,278454358.0,30.93937311111111,correct,28.93937311111111
381719,1,1,0.8518474698066711,0.56,1,Peter Rabbit,2018,50000000.0,351266433.0,7.02532866,correct,5.02532866
381890,1,4,0.1448040157556533,0.51,0,The Mermaid,2016,60720000.0,553810228.0,9.120721805006587,false_negative,7.120721805006587
383498,1,5,0.883223831653595,0.57,1,Deadpool 2,2018,110000000.0,785896632.0,7.144514836363636,correct,5.144514836363636
384018,1,5,0.9065892696380616,0.57,1,Fast & Furious Presents: Hobbs & Shaw,2019,200000000.0,760098996.0,3.80049498,correct,1.8004949799999999
385103,0,3,0.1047280952334404,0.53,0,Scoob!,2020,90000000.0,28600000.0,0.3177777777777777,correct,1.6822222222222223
385128,1,3,0.6424947381019592,0.53,1,F9,2021,200000000.0,726229501.0,3.631147505,correct,1.631147505
385687,1,3,0.7453041076660156,0.53,1,Fast X,2023,340000000.0,704709660.0,2.0726754705882358,correct,0.07267547058823576
390043,1,4,0.897686779499054,0.51,1,The Hitman's Bodyguard,2017,30000000.0,176586701.0,5.886223366666667,correct,3.886223366666667
391713,1,2,0.7276734113693237,0.54,1,Lady Bird,2017,10000000.0,79000000.0,7.9,correct,5.9
392044,1,1,0.8719058632850647,0.56,1,Murder on the Orient Express,2017,55000000.0,352800000.0,6.414545454545454,correct,4.414545454545454
393345,0,4,0.5769062638282776,0.51,1,Cult of Chucky,2017,6500000.0,2332018.0,0.358772,false_positive,1.641228
394117,1,4,0.7747949957847595,0.51,1,The Florida Project,2017,2000000.0,11303040.0,5.65152,correct,3.6515199999999997
395834,1,1,0.8339405655860901,0.56,1,Wind River,2017,11000000.0,44998252.0,4.090750181818182,correct,2.0907501818181817
395992,0,5,0.5435842871665955,0.57,0,Life,2017,58000000.0,100541806.0,1.7334794137931036,correct,0.26652058620689645
396422,1,5,0.9740967154502868,0.57,1,Annabelle: Creation,2017,15000000.0,306592201.0,20.43948006666667,correct,18.43948006666667
396535,1,2,0.8905648589134216,0.54,1,Train to Busan,2016,8500000.0,87547518.0,10.299708,correct,8.299708
397243,0,4,0.3163989782333374,0.51,0,The Autopsy of Jane Doe,2016,4000000.0,6170043.0,1.54251075,correct,0.45748925000000007
397422,1,1,0.7674704194068909,0.56,1,Rough Night,2017,20000000.0,47347283.0,2.36736415,correct,0.3673641499999998
398818,1,5,0.3498241901397705,0.57,0,Call Me by Your Name,2017,3500000.0,43143046.0,12.32658457142857,false_negative,10.32658457142857
398978,0,1,0.4720490574836731,0.56,0,The Irishman,2019,159000000.0,968853.0,0.0060934150943396,correct,1.9939065849056603
399035,1,2,0.5063884258270264,0.54,0,The Commuter,2018,30000000.0,119942387.0,3.998079566666666,false_negative,1.9980795666666662
399055,1,1,0.7584208846092224,0.56,1,The Shape of Water,2017,19500000.0,195300000.0,10.015384615384615,correct,8.015384615384615
399057,1,3,0.5474939942359924,0.53,1,The Killing of a Sacred Deer,2017,3000000.0,10700000.0,3.566666666666667,correct,1.5666666666666669
399174,1,2,0.6903533935546875,0.54,1,Isle of Dogs,2018,35000000.0,72991435.0,2.085469571428572,correct,0.08546957142857181
399402,0,5,0.6496998071670532,0.57,1,Hunter Killer,2018,40000000.0,31672678.0,0.79181695,false_positive,1.2081830500000001
399404,1,3,0.8987485766410828,0.53,1,Darkest Hour,2017,30000000.0,150847207.0,5.028240233333333,correct,3.0282402333333334
399566,1,4,0.727802574634552,0.51,1,Godzilla vs. Kong,2021,200000000.0,470116094.0,2.35058047,correct,0.35058047000000014
399579,1,5,0.3047193586826324,0.57,0,Alita: Battle Angel,2019,170000000.0,405000000.0,2.3823529411764706,false_negative,0.38235294117647056
400155,1,2,0.9172643423080444,0.54,1,Hotel Transylvania 3: Summer Vacation,2018,80000000.0,528600000.0,6.6075,correct,4.6075
400160,0,4,0.1912792921066284,0.51,0,The SpongeBob Movie: Sponge on the Run,2020,60000000.0,4810790.0,0.0801798333333333,correct,1.9198201666666668
400535,1,5,0.8700444102287292,0.57,1,Sicario: Day of the Soldado,2018,35000000.0,75836683.0,2.1667623714285718,correct,0.16676237142857175
400928,1,5,0.8404815196990967,0.57,1,Gifted,2017,7000000.0,40300000.0,5.757142857142857,correct,3.757142857142857
401981,1,2,0.619602620601654,0.54,1,Red Sparrow,2018,69000000.0,151572634.0,2.1967048405797103,correct,0.19670484057971027
402431,1,5,0.8822921514511108,0.57,1,Wicked,2024,150000000.0,758827029.0,5.05884686,correct,3.05884686
402900,1,1,0.586746096611023,0.56,1,Ocean's Eight,2018,70000000.0,297718711.0,4.253124442857143,correct,2.2531244428571426
404368,1,3,0.8772284984588623,0.53,1,Ralph Breaks the Internet,2018,175000000.0,529323962.0,3.0247083542857145,correct,1.0247083542857145
404733,0,1,0.3970428109169006,0.56,0,Overdrive,2017,28210303.0,11247280.0,0.3986940516023525,correct,1.6013059483976475
406563,1,5,0.9723026156425476,0.57,1,Insidious: The Last Key,2018,10000000.0,172811971.0,17.2811971,correct,15.2811971
406759,0,4,0.2881578207015991,0.51,0,Moonfall,2022,146000000.0,67319703.0,0.4610938561643836,correct,1.5389061438356164
406990,0,1,0.5436583161354065,0.56,0,What Happened to Monday,2017,20000000.0,27975429.0,1.39877145,correct,0.6012285500000001
406997,1,3,0.9701297283172609,0.53,1,Wonder,2017,20000000.0,315025930.0,15.7512965,correct,13.7512965
411088,1,2,0.5056635141372681,0.54,0,The Invisible Guest,2017,4000000.0,30000000.0,7.5,false_negative,5.5
412117,1,4,0.937230944633484,0.51,1,The Secret Life of Pets 2,2019,80000000.0,429434163.0,5.3679270375,correct,3.3679270375000003
414419,0,3,0.6368923187255859,0.53,1,Kill Bill: The Whole Bloody Affair,2011,60000000.0,12338649.0,0.20564415,false_positive,1.79435585
414906,1,4,0.8805691599845886,0.51,1,The Batman,2022,185000000.0,772775278.0,4.177163664864865,correct,2.1771636648648647
415842,1,5,0.6686927676200867,0.57,1,American Assassin,2017,33000000.0,67200000.0,2.036363636363636,correct,0.036363636363636154
417859,1,3,0.8742149472236633,0.53,1,Puss in Boots,2011,130000000.0,554987477.0,4.269134438461538,correct,2.2691344384615384
419430,1,3,0.849822998046875,0.53,1,Get Out,2017,4500000.0,255407969.0,56.757326444444445,correct,54.757326444444445
420634,1,5,0.7906950116157532,0.57,1,Terrifier,2018,35000.0,421798.0,12.051371428571429,correct,10.051371428571429
420809,1,2,0.8130331635475159,0.54,1,Maleficent: Mistress of Evil,2019,185000000.0,491730089.0,2.658000481081081,correct,0.6580004810810811
420817,1,5,0.4566159248352051,0.57,0,Aladdin,2019,183000000.0,1054304000.0,5.761224043715847,false_negative,3.7612240437158473
420818,1,3,0.8626929521560669,0.53,1,The Lion King,2019,260000000.0,1662020819.0,6.392387765384616,correct,4.392387765384616
423108,1,1,0.7441740036010742,0.56,1,The Conjuring: The Devil Made Me Do It,2021,39000000.0,206444123.0,5.293439051282052,correct,3.2934390512820517
423204,1,1,0.901133358478546,0.56,1,Angel Has Fallen,2019,40000000.0,146661977.0,3.666549425,correct,1.666549425
424139,1,5,0.9379245638847352,0.57,1,Halloween,2018,10000000.0,259939869.0,25.9939869,correct,23.9939869
424694,1,1,0.836746871471405,0.56,1,Bohemian Rhapsody,2018,52000000.0,910813521.0,17.515644634615384,correct,15.515644634615384
424783,1,5,0.2741625905036926,0.57,0,Bumblebee,2018,135000000.0,467989645.0,3.466589962962963,false_negative,1.466589962962963
425148,1,2,0.3426053822040558,0.54,0,Show Dogs,2018,5500000.0,38830219.0,7.060039818181818,false_negative,5.060039818181818
425274,1,3,0.8848655819892883,0.53,1,Now You See Me: Now You Don't,2025,90000000.0,243700000.0,2.707777777777778,correct,0.7077777777777778
425909,1,1,0.7806421518325806,0.56,1,Ghostbusters: Afterlife,2021,75000000.0,204445747.0,2.725943293333333,correct,0.7259432933333332
426063,1,1,0.634835422039032,0.56,1,Nosferatu,2024,50000000.0,181805645.0,3.6361129,correct,1.6361129
427641,1,3,0.5003014802932739,0.53,0,Rampage,2018,120000000.0,428028233.0,3.5669019416666665,false_negative,1.5669019416666665
428078,0,2,0.3833535313606262,0.54,0,Mortal Engines,2018,100000000.0,83869818.0,0.83869818,correct,1.16130182
429617,1,3,0.9119792580604552,0.53,1,Spider-Man: Far From Home,2019,160000000.0,1132723226.0,7.0795201625,correct,5.0795201625
431693,0,1,0.5237837433815002,0.56,0,Spies in Disguise,2019,100000000.0,171616764.0,1.71616764,correct,0.2838323599999999
433808,0,2,0.1725069284439087,0.54,0,The Ritual,2017,1000000.0,1786396.0,1.786396,correct,0.2136039999999999
436270,0,5,0.1443388164043426,0.57,0,Black Adam,2022,200000000.0,393452111.0,1.967260555,correct,0.032739445000000034
436969,0,1,0.6160483956336975,0.56,1,The Suicide Squad,2021,185000000.0,168717425.0,0.911986081081081,false_positive,1.0880139189189189
438148,1,3,0.7165980339050293,0.53,1,Minions: The Rise of Gru,2022,85000000.0,940203765.0,11.061220764705883,correct,9.061220764705883
438631,1,1,0.7506468892097473,0.56,1,Dune,2021,165000000.0,410668500.0,2.4889,correct,0.4889000000000001
438695,1,5,0.677699625492096,0.57,1,Sing 2,2021,85000000.0,408402685.0,4.804737470588235,correct,2.8047374705882353
439079,1,4,0.9444043040275574,0.51,1,The Nun,2018,22000000.0,366082797.0,16.640127136363635,correct,14.640127136363635
440471,0,2,0.5846696496009827,0.54,1,Escape Plan 2: Hades,2018,20000000.0,17592626.0,0.8796313,false_positive,1.1203687
441130,0,4,0.2061603814363479,0.51,0,Wolfwalkers,2020,12000000.0,1310720.0,0.1092266666666666,correct,1.8907733333333334
443791,0,3,0.3382554650306701,0.53,0,Underwater,2020,50000000.0,40882928.0,0.81765856,correct,1.18234144
445571,1,4,0.729981005191803,0.51,1,Game Night,2018,37000000.0,117501013.0,3.175703054054054,correct,1.175703054054054
446354,1,3,0.7127448916435242,0.53,1,The Post,2017,50000000.0,179769467.0,3.59538934,correct,1.59538934
446893,0,1,0.9033201932907104,0.56,1,Trolls World Tour,2020,90000000.0,49276818.0,0.5475202,false_positive,1.4524797999999999
447273,0,4,0.3783565759658813,0.51,0,Snow White,2025,271600000.0,205679463.0,0.7572881553755523,correct,1.2427118446244476
447277,0,4,0.2580740451812744,0.51,0,The Little Mermaid,2023,297000000.0,569626289.0,1.917933632996633,correct,0.082066367003367
447332,1,1,0.9217139482498168,0.56,1,A Quiet Place,2018,17000000.0,340955294.0,20.05619376470588,correct,18.05619376470588
447365,1,3,0.6314247846603394,0.53,1,Guardians of the Galaxy Vol. 3,2023,250000000.0,845550000.0,3.3822,correct,1.3822
447404,1,5,0.3120506405830383,0.57,0,Pokémon Detective Pikachu,2019,150000000.0,450063166.0,3.000421106666667,false_negative,1.0004211066666668
448119,0,1,0.5912012457847595,0.56,1,Dolittle,2020,175000000.0,251410631.0,1.4366321771428572,false_positive,0.5633678228571428
449176,1,2,0.9168665409088136,0.54,1,"Love, Simon",2018,17000000.0,66316289.0,3.900958176470588,correct,1.900958176470588
449443,1,3,0.9349504113197328,0.53,1,Den of Thieves,2018,30000000.0,80509622.0,2.6836540666666666,correct,0.6836540666666666
450465,1,3,0.8670161962509155,0.53,1,Glass,2019,20000000.0,246999039.0,12.34995195,correct,10.34995195
451048,0,5,0.1371380388736724,0.57,0,Jungle Cruise,2021,200000000.0,220889446.0,1.10444723,correct,0.8955527700000001
452557,1,5,0.7230162620544434,0.57,1,Wolf Warrior 2,2017,30100000.0,870325439.0,28.91446641196013,correct,26.91446641196013
453395,1,5,0.6873039603233337,0.57,1,Doctor Strange in the Multiverse of Madness,2022,350600000.0,955775804.0,2.7261146719908727,correct,0.7261146719908727
453405,0,2,0.2127945721149444,0.54,0,Gemini Man,2019,140000000.0,173469516.0,1.2390679714285715,correct,0.7609320285714285
454619,1,1,0.8845834136009216,0.56,1,Overboard,2018,12000000.0,91244913.0,7.60374275,correct,5.60374275
454626,1,2,0.6990435719490051,0.54,1,Sonic the Hedgehog,2020,85000000.0,319715683.0,3.761360976470588,correct,1.7613609764705882
454640,1,3,0.9168339371681212,0.53,1,The Angry Birds Movie 2,2019,65000000.0,137792047.0,2.119877646153846,correct,0.11987764615384622
456740,0,3,0.3189531564712524,0.53,0,Hellboy,2019,50000000.0,55065289.0,1.10130578,correct,0.8986942200000001
458156,1,3,0.9220890998840332,0.53,1,John Wick: Chapter 3 - Parabellum,2019,55000000.0,328349908.0,5.969998327272728,correct,3.9699983272727284
458305,0,1,0.2566293478012085,0.56,0,Vivarium,2019,4000000.0,488000.0,0.122,correct,1.8780000000000001
458576,0,1,0.1731173992156982,0.56,0,Monster Hunter,2020,60000000.0,42145959.0,0.70243265,correct,1.29756735
458723,1,4,0.8603428602218628,0.51,1,Us,2019,20000000.0,256071218.0,12.8035609,correct,10.8035609
459151,0,1,0.8669371604919434,0.56,1,The Boss Baby: Family Business,2021,82000000.0,146745280.0,1.7895765853658536,false_positive,0.21042341463414638
460458,0,3,0.3417181968688965,0.53,0,Resident Evil: Welcome to Raccoon City,2021,25000000.0,41914915.0,1.6765966,correct,0.3234033999999999
460465,1,3,0.7213539481163025,0.53,1,Mortal Kombat,2021,20000000.0,84426031.0,4.22130155,correct,2.2213015499999997
460555,1,4,0.4617262780666351,0.51,0,Operation Red Sea,2018,70000000.0,579330426.0,8.276148942857143,false_negative,6.276148942857143
464052,0,3,0.609111487865448,0.53,1,Wonder Woman 1984,2020,200000000.0,169601036.0,0.84800518,false_positive,1.15199482
466272,1,4,0.9570616483688354,0.51,1,Once Upon a Time... in Hollywood,2019,95000000.0,393869691.0,4.145996747368421,correct,2.1459967473684207
466420,0,4,0.5847613215446472,0.51,1,Killers of the Flower Moon,2023,200000000.0,158722599.0,0.793612995,false_positive,1.2063870049999998
467938,0,1,0.5186191201210022,0.56,0,Revenge,2017,2900000.0,938055.0,0.3234672413793103,correct,1.6765327586206897
473033,1,4,0.3197592794895172,0.51,0,Uncut Gems,2019,19000000.0,50023780.0,2.6328305263157894,false_negative,0.6328305263157894
474350,1,1,0.8748854398727417,0.56,1,It Chapter Two,2019,79000000.0,473123154.0,5.988900683544304,correct,3.988900683544304
475557,1,5,0.897294282913208,0.57,1,Joker,2019,55000000.0,1078958629.0,19.617429618181816,correct,17.617429618181816
476669,0,4,0.5247548222541809,0.51,1,The King's Man,2021,100000000.0,125897478.0,1.25897478,false_positive,0.74102522
479455,1,5,0.3163776397705078,0.57,0,Men in Black: International,2019,110000000.0,253890701.0,2.3080972818181817,false_negative,0.30809728181818175
479718,1,3,0.6308944225311279,0.53,1,The Outlaws,2017,5900000.0,52946454.0,8.973975254237288,correct,6.973975254237288
480530,1,3,0.9417324662208556,0.53,1,Creed II,2018,50000000.0,214200000.0,4.284,correct,2.284
481084,1,1,0.8727712035179138,0.56,1,The Addams Family,2019,40000000.0,204394183.0,5.109854575,correct,3.109854575
484641,0,4,0.4258357286453247,0.51,0,Anna,2019,34000000.0,31626978.0,0.9302052352941176,correct,1.0697947647058825
489999,1,3,0.8929601907730103,0.53,1,Searching,2018,880000.0,75636047.0,85.95005340909091,correct,83.95005340909091
490132,1,5,0.9224181175231934,0.57,1,Green Book,2018,23000000.0,321752656.0,13.989245913043478,correct,11.989245913043478
491418,1,2,0.7976527214050293,0.54,1,Instant Family,2018,48000000.0,121000000.0,2.520833333333333,correct,0.520833333333333
493529,0,4,0.4661491215229034,0.51,0,Dungeons & Dragons: Honor Among Thieves,2023,151000000.0,208200000.0,1.3788079470198675,correct,0.6211920529801325
493922,1,3,0.8456115126609802,0.53,1,Hereditary,2018,10000000.0,87796204.0,8.7796204,correct,6.779620400000001
495764,1,2,0.4984018802642822,0.54,0,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,75000000.0,205537933.0,2.740505773333333,false_negative,0.7405057733333331
496243,1,5,0.8973274230957031,0.57,1,Parasite,2019,11363000.0,257591776.0,22.6693457713632,correct,20.6693457713632
496450,0,2,0.4344395995140075,0.54,0,"Miraculous: Ladybug & Cat Noir, The Movie",2023,86000000.0,40208268.0,0.467538,correct,1.532462
497698,0,2,0.3278097808361053,0.54,0,Black Widow,2021,200000000.0,379751131.0,1.898755655,correct,0.10124434500000001
500006,0,1,0.6526500582695007,0.56,1,Utøya: July 22,2018,22000000.0,3738618.0,0.1699371818181818,false_positive,1.8300628181818182
500664,1,3,0.6022107005119324,0.53,1,Upgrade,2018,3000000.0,16976561.0,5.658853666666666,correct,3.6588536666666656
502356,1,4,0.9224026203155518,0.51,1,The Super Mario Bros. Movie,2023,100000000.0,1360879735.0,13.60879735,correct,11.60879735
503919,0,3,0.4730817377567291,0.53,0,The Lighthouse,2019,11000000.0,18262464.0,1.660224,correct,0.3397760000000001
505026,0,5,0.7865280508995056,0.57,1,Death on the Nile,2022,90000000.0,137307235.0,1.5256359444444445,false_positive,0.4743640555555555
505642,1,5,0.6732637286186218,0.57,1,Black Panther: Wakanda Forever,2022,250000000.0,859102154.0,3.436408616,correct,1.436408616
507076,0,3,0.7738228440284729,0.53,1,Climax,2018,2900000.0,1696075.0,0.584853448275862,false_positive,1.415146551724138
507086,0,2,0.7161561846733093,0.54,1,Jurassic World Dominion,2022,658800000.0,1004004592.0,1.523989969641773,false_positive,0.4760100303582271
507089,1,5,0.9573887586593628,0.57,1,Five Nights at Freddy's,2023,20000000.0,297242145.0,14.86210725,correct,12.86210725
508439,0,2,0.173714742064476,0.54,0,Onward,2020,200000000.0,141888276.0,0.70944138,correct,1.29055862
508442,0,1,0.2884474098682403,0.56,0,Soul,2020,150000000.0,121977511.0,0.8131834066666667,correct,1.1868165933333334
508883,1,3,0.5191614627838135,0.53,0,The Boy and the Heron,2023,50000000.0,294200000.0,5.884,false_negative,3.8840000000000003
508935,1,2,0.1449264585971832,0.54,0,The Eight Hundred,2020,80000000.0,461421559.0,5.7677694875,false_negative,3.7677694875
508943,0,1,0.3490786850452423,0.56,0,Luca,2021,200000000.0,51074773.0,0.255373865,correct,1.744626135
508947,0,5,0.3591445982456207,0.57,0,Turning Red,2022,175000000.0,21813358.0,0.12464776,correct,1.87535224
512195,0,1,0.0705584213137626,0.56,0,Red Notice,2021,160000000.0,178143.0,0.00111339375,correct,1.99888660625
512200,1,4,0.9101589322090148,0.51,1,Jumanji: The Next Level,2019,125000000.0,801693929.0,6.413551432,correct,4.413551432
514847,0,3,0.3550596535205841,0.53,0,The Hunt,2020,14000000.0,12400979.0,0.8857842142857143,correct,1.1142157857142858
515001,1,4,0.7481938600540161,0.51,1,Jojo Rabbit,2019,14000000.0,82468705.0,5.890621785714286,correct,3.890621785714286
516632,0,3,0.3483486771583557,0.53,0,The Empty Man,2020,16000000.0,4796993.0,0.2998120625,correct,1.7001879375
517814,1,5,0.4506449401378631,0.57,0,Capernaum,2018,4000000.0,64978931.0,16.24473275,false_negative,14.24473275
519182,1,2,0.7630249857902527,0.54,1,Despicable Me 4,2024,100000000.0,972021410.0,9.7202141,correct,7.7202141
520023,1,5,0.3759862780570984,0.57,0,Bodies Bodies Bodies,2022,3000000.0,13929670.0,4.643223333333333,false_negative,2.6432233333333333
520763,1,1,0.8126451969146729,0.56,1,A Quiet Place Part II,2021,55000000.0,297372261.0,5.406768381818182,correct,3.406768381818182
522162,0,5,0.5808782577514648,0.57,1,Midway,2019,100000000.0,127400000.0,1.274,false_positive,0.726
522627,1,2,0.4755282402038574,0.54,0,The Gentlemen,2020,22000000.0,115171795.0,5.235081590909091,false_negative,3.2350815909090906
522931,0,4,0.3096921443939209,0.51,0,Hitman's Wife's Bodyguard,2021,70000000.0,70060492.0,1.0008641714285715,correct,0.9991358285714285
522938,0,2,0.8328731656074524,0.54,1,Rambo: Last Blood,2019,50000000.0,91500000.0,1.83,false_positive,0.16999999999999993
524047,0,5,0.8271339535713196,0.57,1,Greenland,2020,34000000.0,52300000.0,1.5382352941176471,false_positive,0.46176470588235285
524434,1,1,0.1899113357067108,0.56,0,Eternals,2021,200000000.0,402064899.0,2.010324495,false_negative,0.010324494999999878
527774,0,2,0.2136047780513763,0.54,0,Raya and the Last Dragon,2021,100000000.0,130423032.0,1.30423032,correct,0.69576968
529203,1,5,0.4337916672229767,0.57,0,The Croods: A New Age,2020,65000000.0,215905815.0,3.3216279230769232,false_negative,1.3216279230769232
530254,1,2,0.6495432257652283,0.54,1,The Witch: Part 1. The Subversion,2018,5500000.0,24340302.0,4.425509454545455,correct,2.4255094545454554
530385,1,5,0.8276665210723877,0.57,1,Midsommar,2019,9000000.0,48498408.0,5.388712,correct,3.388712
530915,1,5,0.5417684316635132,0.57,0,1917,2019,100000000.0,446064352.0,4.46064352,false_negative,2.4606435199999996
531309,1,4,0.4399437308311462,0.51,0,Brightburn,2019,6000000.0,33224654.0,5.537442333333333,false_negative,3.537442333333333
531428,0,3,0.7721313834190369,0.53,1,Portrait of a Lady on Fire,2019,5740000.0,9923127.0,1.7287677700348432,false_positive,0.27123222996515683
533533,0,2,0.6274739503860474,0.54,1,TRON: Ares,2025,220000000.0,142249983.0,0.6465908318181818,false_positive,1.3534091681818183
533535,1,5,0.60931795835495,0.57,1,Deadpool & Wolverine,2024,200000000.0,1338073645.0,6.690368225,correct,4.690368225
536554,1,5,0.9613689184188844,0.57,1,M3GAN,2022,12000000.0,181796517.0,15.14970975,correct,13.14970975
537915,1,5,0.9420692920684814,0.57,1,After,2019,14000000.0,69497587.0,4.964113357142857,correct,2.964113357142857
539972,0,3,0.2166734039783477,0.53,0,Kraven the Hunter,2024,130000000.0,62076533.0,0.4775117923076923,correct,1.5224882076923076
541671,0,3,0.5439053773880005,0.53,1,Ballerina,2025,90000000.0,137408107.0,1.5267567444444443,false_positive,0.4732432555555557
545611,1,3,0.6972934007644653,0.53,1,Everything Everywhere All at Once,2022,25000000.0,139200000.0,5.568,correct,3.5679999999999996
546554,1,4,0.9597756266593932,0.51,1,Knives Out,2019,40000000.0,312897920.0,7.822448,correct,5.822448
549509,1,2,0.8365293741226196,0.54,1,The Brutalist,2024,9600000.0,50145227.0,5.223461145833333,correct,3.2234611458333333
550988,1,2,0.4202014803886413,0.54,0,Free Guy,2021,110000000.0,331526598.0,3.013878163636364,false_negative,1.013878163636364
552524,1,5,0.8809561729431152,0.57,1,Lilo & Stitch,2025,100000000.0,1038027526.0,10.38027526,correct,8.38027526
558449,0,5,0.4537780880928039,0.57,0,Gladiator II,2024,310000000.0,462180717.0,1.4909055387096777,correct,0.5090944612903223
560016,1,3,0.6063382029533386,0.53,1,Monkey Man,2024,10000000.0,35271631.0,3.5271631,correct,1.5271631
565770,0,2,0.5489895343780518,0.54,1,Blue Beetle,2023,104000000.0,130788072.0,1.2575776153846154,false_positive,0.7424223846153846
566525,1,5,0.2231442928314209,0.57,0,Shang-Chi and the Legend of the Ten Rings,2021,150000000.0,432243292.0,2.881621946666667,false_negative,0.8816219466666668
567609,1,3,0.9026498198509216,0.53,1,Ready or Not,2019,6000000.0,57615777.0,9.6026295,correct,7.602629500000001
568124,0,5,0.6874682307243347,0.57,1,Encanto,2021,150000000.0,261292688.0,1.7419512533333332,false_positive,0.2580487466666668
568160,1,5,0.8259291648864746,0.57,1,Weathering with You,2019,11100000.0,192729404.0,17.36300936936937,correct,15.363009369369369
569094,1,1,0.8825370073318481,0.56,1,Spider-Man: Across the Spider-Verse,2023,100000000.0,690897910.0,6.9089791,correct,4.9089791
570670,1,1,0.6300007700920105,0.56,1,The Invisible Man,2020,7000000.0,144492724.0,20.641817714285715,correct,18.641817714285715
572802,1,2,0.5649643540382385,0.54,1,Aquaman and the Lost Kingdom,2023,205000000.0,440181226.0,2.1472254926829266,correct,0.14722549268292662
573435,1,4,0.5942565202713013,0.51,1,Bad Boys: Ride or Die,2024,100000000.0,404547819.0,4.04547819,correct,2.04547819
574475,1,2,0.9236921072006226,0.54,1,Final Destination Bloodlines,2025,50000000.0,317854739.0,6.35709478,correct,4.35709478
575264,1,2,0.6981498003005981,0.54,1,Mission: Impossible - Dead Reckoning Part One,2023,220000000.0,571125435.0,2.5960247045454548,correct,0.5960247045454548
575265,0,2,0.7603495121002197,0.54,1,Mission: Impossible - The Final Reckoning,2025,400000000.0,598767057.0,1.4969176425,false_positive,0.5030823575000001
576845,0,5,0.6318259835243225,0.57,1,Last Night in Soho,2021,43000000.0,22957625.0,0.5338982558139534,false_positive,1.4661017441860467
577922,0,5,0.5644143223762512,0.57,0,Tenet,2020,205000000.0,365304105.0,1.781971243902439,correct,0.2180287560975609
579974,1,1,0.3782087862491607,0.56,0,RRR,2022,69000000.0,160000000.0,2.318840579710145,false_negative,0.318840579710145
580175,1,4,0.727180540561676,0.51,1,Another Round,2020,5150000.0,21700000.0,4.213592233009709,correct,2.2135922330097086
580489,1,1,0.6097095012664795,0.56,1,Venom: Let There Be Carnage,2021,110000000.0,506863592.0,4.607850836363636,correct,2.607850836363636
581392,1,2,0.626798152923584,0.54,1,Peninsula,2020,17000000.0,42698327.0,2.511666294117647,correct,0.5116662941176471
581528,1,1,0.2902328073978424,0.56,0,"The Gangster, the Cop, the Devil",2019,6500000.0,25775371.0,3.965441692307692,false_negative,1.9654416923076918
582014,1,5,0.7537186741828918,0.57,1,Promising Young Woman,2020,10000000.0,20379604.0,2.0379604,correct,0.03796039999999978
585083,0,1,0.4456059038639068,0.56,0,Hotel Transylvania: Transformania,2022,75000000.0,18500000.0,0.2466666666666666,correct,1.7533333333333334
585245,0,2,0.1278563141822815,0.54,0,Clifford the Big Red Dog,2021,64000000.0,116586376.0,1.821662125,correct,0.17833787499999998
586863,1,2,0.7561941146850586,0.54,1,Les Misérables,2019,2500000.0,54606372.0,21.8425488,correct,19.8425488
587792,0,3,0.6082780957221985,0.53,1,Palm Springs,2020,5000000.0,1818417.0,0.3636834,false_positive,1.6363166
587807,1,5,0.4623287916183471,0.57,0,Tom & Jerry,2021,50000000.0,136536687.0,2.73073374,false_negative,0.7307337399999998
588228,0,4,0.0429399199783802,0.51,0,The Tomorrow War,2021,200000000.0,14400000.0,0.072,correct,1.928
588648,0,5,0.2456057965755462,0.57,0,Dragonkeeper,2024,25600000.0,6206231.0,0.2424308984375,correct,1.7575691015625
590223,0,1,0.2359754741191864,0.56,0,Love and Monsters,2020,30000000.0,1122066.0,0.0374022,correct,1.9625978
592695,0,4,0.2456025779247284,0.51,0,Pleasure,2021,1800000.0,393824.0,0.2187911111111111,correct,1.7812088888888888
593643,1,3,0.6674164533615112,0.53,1,The Menu,2022,35000000.0,79628200.0,2.2750914285714288,correct,0.27509142857142876
600354,1,5,0.6207544207572937,0.57,1,The Father,2020,6000000.0,21029340.0,3.50489,correct,1.50489
601796,0,3,0.4222123622894287,0.53,0,Alienoid,2022,24500000.0,12109608.0,0.4942697142857143,correct,1.5057302857142858
603692,1,5,0.704999566078186,0.57,1,John Wick: Chapter 4,2023,100000000.0,447316405.0,4.47316405,correct,2.4731640500000003
604079,1,4,0.5612687468528748,0.51,1,The Long Walk,2025,20000000.0,63103084.0,3.1551542,correct,1.1551542000000001
609681,0,5,0.5771593451499939,0.57,1,The Marvels,2023,274800000.0,206136825.0,0.7501340065502183,false_positive,1.2498659934497818
613504,1,1,0.8267301321029663,0.56,1,After We Collided,2020,14000000.0,47990414.0,3.427886714285714,correct,1.4278867142857141
